ibge,city,state,region,pop2019,pop2020,pop2021,isCountryside,cod_RegiaoDeSaude,name_RegiaoDeSaude,ibge_id
4215653,Santa Rosa do Sul/SC,SC,Sul,8358,8378,8397,1,42014,Extremo Sul Catarinense,4215653
4215679,Santa Terezinha/SC,SC,Sul,8787,8773,8760,1,42004,Alto Vale do Itajaí,4215679
4215687,Santa Terezinha do Progresso/SC,SC,Sul,2428,2372,2317,1,42001,Extremo Oeste,4215687
4215695,Santiago do Sul/SC,SC,Sul,1260,1235,1211,1,42002,Oeste,4215695
4215703,Santo Amaro da Imperatriz/SC,SC,Sul,23245,23579,23907,0,42007,Grande Florianópolis,4215703
4215752,São Bernardino/SC,SC,Sul,2336,2287,2239,1,42003,Xanxerê,4215752
4215802,São Bento do Sul/SC,SC,Sul,84507,85421,86317,1,42012,Planalto Norte,4215802
4215901,São Bonifácio/SC,SC,Sul,2838,2814,2791,0,42007,Grande Florianópolis,4215901
4216008,São Carlos/SC,SC,Sul,11281,11369,11456,1,42002,Oeste,4216008
4216057,São Cristóvão do Sul/SC,SC,Sul,5549,5598,5646,1,42009,Alto Vale do Rio do Peixe,4216057
4216107,São Domingos/SC,SC,Sul,9445,9434,9422,1,42003,Xanxerê,4216107
4216206,São Francisco do Sul/SC,SC,Sul,52721,53746,54751,1,42011,Nordeste,4216206
4216255,São João do Oeste/SC,SC,Sul,6381,6402,6423,1,42001,Extremo Oeste,4216255
4216305,São João Batista/SC,SC,Sul,37424,38583,39719,0,42007,Grande Florianópolis,4216305
4216354,São João do Itaperiú/SC,SC,Sul,3733,3759,3784,1,42011,Nordeste,4216354
4216404,São João do Sul/SC,SC,Sul,7297,7315,7332,1,42014,Extremo Sul Catarinense,4216404
4216503,São Joaquim/SC,SC,Sul,26952,27139,27322,1,42013,Serra Catarinense,4216503
4216602,São José/SC,SC,Sul,246586,250181,253705,0,42007,Grande Florianópolis,4216602
4216701,São José do Cedro/SC,SC,Sul,13829,13820,13811,1,42001,Extremo Oeste,4216701
4216800,São José do Cerrito/SC,SC,Sul,8295,8173,8054,1,42013,Serra Catarinense,4216800
4216909,São Lourenço do Oeste/SC,SC,Sul,24076,24291,24501,1,42003,Xanxerê,4216909
4217006,São Ludgero/SC,SC,Sul,13410,13650,13886,1,42016,Laguna,4217006
4217105,São Martinho/SC,SC,Sul,3180,3171,3162,1,42016,Laguna,4217105
4217154,São Miguel da Boa Vista/SC,SC,Sul,1820,1807,1794,1,42001,Extremo Oeste,4217154
4217204,São Miguel do Oeste/SC,SC,Sul,40482,40868,41246,1,42001,Extremo Oeste,4217204
4217253,São Pedro de Alcântara/SC,SC,Sul,5823,5935,6046,0,42007,Grande Florianópolis,4217253
4217303,Saudades/SC,SC,Sul,9745,9810,9874,1,42001,Extremo Oeste,4217303
4217402,Schroeder/SC,SC,Sul,21365,21991,22605,1,42011,Nordeste,4217402
4217501,Seara/SC,SC,Sul,17541,17576,17610,1,42010,Alto Uruguai Catarinense,4217501
4217550,Serra Alta/SC,SC,Sul,3263,3256,3249,1,42002,Oeste,4217550
4217600,Siderópolis/SC,SC,Sul,14007,14092,14176,1,42015,Carbonífera,4217600
4217709,Sombrio/SC,SC,Sul,30374,30733,31084,1,42014,Extremo Sul Catarinense,4217709
4217758,Sul Brasil/SC,SC,Sul,2461,2423,2386,1,42002,Oeste,4217758
4217808,Taió/SC,SC,Sul,18395,18486,18576,1,42004,Alto Vale do Itajaí,4217808
4217907,Tangará/SC,SC,Sul,8676,8662,8648,1,42009,Alto Vale do Rio do Peixe,4217907
4217956,Tigrinhos/SC,SC,Sul,1633,1619,1606,1,42001,Extremo Oeste,4217956
4218004,Tijucas/SC,SC,Sul,38407,39155,39889,0,42007,Grande Florianópolis,4218004
4218103,Timbé do Sul/SC,SC,Sul,5348,5343,5338,1,42014,Extremo Sul Catarinense,4218103
4218202,Timbó/SC,SC,Sul,44238,44977,45703,1,42006,Médio Vale do Itajaí,4218202
4218251,Timbó Grande/SC,SC,Sul,7877,7941,8003,1,42009,Alto Vale do Rio do Peixe,4218251
4218301,Três Barras/SC,SC,Sul,19275,19366,19455,1,42012,Planalto Norte,4218301
4218350,Treviso/SC,SC,Sul,3929,3966,4002,1,42015,Carbonífera,4218350
4218400,Treze de Maio/SC,SC,Sul,7081,7093,7104,1,42016,Laguna,4218400
4218509,Treze Tílias/SC,SC,Sul,7840,7991,8138,1,42008,Meio Oeste,4218509
4218608,Trombudo Central/SC,SC,Sul,7360,7434,7506,1,42004,Alto Vale do Itajaí,4218608
4218707,Tubarão/SC,SC,Sul,105686,106422,107143,1,42016,Laguna,4218707
4218756,Tunápolis/SC,SC,Sul,4543,4525,4507,1,42001,Extremo Oeste,4218756
4218806,Turvo/SC,SC,Sul,12899,12990,13080,1,42014,Extremo Sul Catarinense,4218806
4218855,União do Oeste/SC,SC,Sul,2464,2412,2364,1,42002,Oeste,4218855
4218905,Urubici/SC,SC,Sul,11235,11273,11311,1,42013,Serra Catarinense,4218905
4218954,Urupema/SC,SC,Sul,2465,2459,2453,1,42013,Serra Catarinense,4218954
4219002,Urussanga/SC,SC,Sul,21268,21344,21419,1,42015,Carbonífera,4219002
4219101,Vargeão/SC,SC,Sul,3573,3571,3569,1,42003,Xanxerê,4219101
4219150,Vargem/SC,SC,Sul,2477,2432,2387,1,42008,Meio Oeste,4219150
4219176,Vargem Bonita/SC,SC,Sul,4492,4451,4411,1,42008,Meio Oeste,4219176
4219200,Vidal Ramos/SC,SC,Sul,6338,6329,6321,1,42004,Alto Vale do Itajaí,4219200
4219309,Videira/SC,SC,Sul,53065,53610,54145,1,42009,Alto Vale do Rio do Peixe,4219309
4219358,Vitor Meireles/SC,SC,Sul,4979,4943,4907,1,42004,Alto Vale do Itajaí,4219358
4219408,Witmarsum/SC,SC,Sul,3965,3998,4032,1,42004,Alto Vale do Itajaí,4219408
4219507,Xanxerê/SC,SC,Sul,50982,51642,52290,1,42003,Xanxerê,4219507
4219606,Xavantina/SC,SC,Sul,3933,3903,3873,1,42010,Alto Uruguai Catarinense,4219606
4219705,Xaxim/SC,SC,Sul,28706,28983,29254,1,42003,Xanxerê,4219705
4219853,Zortéa/SC,SC,Sul,3363,3398,3432,1,42008,Meio Oeste,4219853
3503901,Arujá/SP,SP,Sudeste,89824,91157,92453,0,35011,Alto do Tietê,3503901
3505708,Barueri/SP,SP,Sudeste,274182,276982,279704,0,35014,Rota dos Bandeirantes,3505708
3506607,Biritiba Mirim/SP,SP,Sudeste,32598,32936,33265,0,35011,Alto do Tietê,3506607
3509007,Caieiras/SP,SP,Sudeste,101470,102775,104044,0,35012,Franco da Rocha,3509007
3509205,Cajamar/SP,SP,Sudeste,76801,77934,79034,0,35012,Franco da Rocha,3509205
3510609,Carapicuíba/SP,SP,Sudeste,400927,403183,405375,0,35014,Rota dos Bandeirantes,3510609
3513009,Cotia/SP,SP,Sudeste,249210,253608,257882,0,35013,Mananciais,3513009
3513801,Diadema/SP,SP,Sudeste,423884,426757,429550,0,35015,Grande ABC,3513801
3515004,Embu das Artes/SP,SP,Sudeste,273726,276535,279264,0,35013,Mananciais,3515004
3515103,Embu-Guaçu/SP,SP,Sudeste,69385,69901,70402,0,35013,Mananciais,3515103
3515707,Ferraz de Vasconcelos/SP,SP,Sudeste,194276,196500,198661,0,35011,Alto do Tietê,3515707
3516309,Francisco Morato/SP,SP,Sudeste,175844,177633,179372,0,35012,Franco da Rocha,3516309
3516408,Franco da Rocha/SP,SP,Sudeste,154489,156492,158438,0,35012,Franco da Rocha,3516408
3518305,Guararema/SP,SP,Sudeste,29798,30136,30465,0,35011,Alto do Tietê,3518305
3518800,Guarulhos/SP,SP,Sudeste,1379182,1392121,1404694,0,35011,Alto do Tietê,3518800
3522208,Itapecerica da Serra/SP,SP,Sudeste,175693,177662,179574,0,35013,Mananciais,3522208
3522505,Itapevi/SP,SP,Sudeste,237700,240961,244131,0,35014,Rota dos Bandeirantes,3522505
3523107,Itaquaquecetuba/SP,SP,Sudeste,370821,375011,379082,0,35011,Alto do Tietê,3523107
3525003,Jandira/SP,SP,Sudeste,124937,126356,127734,0,35014,Rota dos Bandeirantes,3525003
3526209,Juquitiba/SP,SP,Sudeste,31444,31646,31844,0,35013,Mananciais,3526209
3528502,Mairiporã/SP,SP,Sudeste,100179,101937,103645,0,35012,Franco da Rocha,3528502
3529401,Mauá/SP,SP,Sudeste,472912,477552,481725,0,35015,Grande ABC,3529401
3530607,Mogi das Cruzes/SP,SP,Sudeste,445842,450785,455587,0,35011,Alto do Tietê,3530607
3534401,Osasco/SP,SP,Sudeste,698418,699944,701428,0,35014,Rota dos Bandeirantes,3534401
3539103,Pirapora do Bom Jesus/SP,SP,Sudeste,18895,19178,19453,0,35014,Rota dos Bandeirantes,3539103
3539806,Poá/SP,SP,Sudeste,117452,118349,119221,0,35011,Alto do Tietê,3539806
3543303,Ribeirão Pires/SP,SP,Sudeste,123393,124159,125238,0,35015,Grande ABC,3543303
3544103,Rio Grande da Serra/SP,SP,Sudeste,50846,51436,52009,0,35015,Grande ABC,3544103
3545001,Salesópolis/SP,SP,Sudeste,17139,17252,17363,0,35011,Alto do Tietê,3545001
3546801,Santa Isabel/SP,SP,Sudeste,57386,57966,58529,0,35011,Alto do Tietê,3546801
3547304,Santana de Parnaíba/SP,SP,Sudeste,139447,142301,145073,0,35014,Rota dos Bandeirantes,3547304
3547809,Santo André/SP,SP,Sudeste,718773,721368,723889,0,35015,Grande ABC,3547809
3548708,São Bernardo do Campo/SP,SP,Sudeste,838936,844483,849874,0,35015,Grande ABC,3548708
3548807,São Caetano do Sul/SP,SP,Sudeste,161127,161957,162763,0,35015,Grande ABC,3548807
3549953,São Lourenço da Serra/SP,SP,Sudeste,15825,15978,16127,0,35013,Mananciais,3549953
3550308,São Paulo/SP,SP,Sudeste,12252023,12325232,12396372,0,35016,São Paulo,3550308
3552502,Suzano/SP,SP,Sudeste,297637,300559,303397,0,35011,Alto do Tietê,3552502
3552809,Taboão da Serra/SP,SP,Sudeste,289664,293652,297528,0,35013,Mananciais,3552809
3556453,Vargem Grande Paulista/SP,SP,Sudeste,52597,53468,54315,0,35013,Mananciais,3556453
5100102,Acorizal/MT,MT,Centro-Oeste,5399,5334,5309,0,51002,Baixada Cuiabana,5100102
5100201,Água Boa/MT,MT,Centro-Oeste,25721,26204,26679,1,51006,Médio Araguaia,5100201
5100250,Alta Floresta/MT,MT,Centro-Oeste,51782,51959,52105,1,51001,Alto Tapajós,5100250
5100300,Alto Araguaia/MT,MT,Centro-Oeste,19044,19385,19714,1,51013,Sul Matogrossense,5100300
5100359,Alto Boa Vista/MT,MT,Centro-Oeste,6822,6936,7092,1,51009,Norte Araguaia Karajá,5100359
5100409,Alto Garças/MT,MT,Centro-Oeste,12030,12151,12323,1,51013,Sul Matogrossense,5100409
5100508,Alto Paraguai/MT,MT,Centro-Oeste,11356,11473,11587,1,51004,Centro Norte,5100508
5100607,Alto Taquari/MT,MT,Centro-Oeste,10847,11133,11413,1,51013,Sul Matogrossense,5100607
5100805,Apiacás/MT,MT,Centro-Oeste,10133,10283,10431,1,51001,Alto Tapajós,5100805
5101001,Araguaiana/MT,MT,Centro-Oeste,3100,3109,3064,1,51005,Garças Araguaia,5101001
5101209,Araguainha/MT,MT,Centro-Oeste,935,946,909,1,51013,Sul Matogrossense,5101209
5101258,Araputanga/MT,MT,Centro-Oeste,16822,16951,17078,1,51011,Oeste Matogrossense,5101258
5101308,Arenápolis/MT,MT,Centro-Oeste,9607,9502,9399,1,51007,Médio Norte Matogrossense,5101308
5101407,Aripuanã/MT,MT,Centro-Oeste,22354,22714,23067,1,51008,Noroeste Matogrossense,5101407
5101605,Barão de Melgaço/MT,MT,Centro-Oeste,8564,8164,8165,0,51002,Baixada Cuiabana,5101605
5101704,Barra do Bugres/MT,MT,Centro-Oeste,34966,35307,35642,1,51007,Médio Norte Matogrossense,5101704
5101803,Barra do Garças/MT,MT,Centro-Oeste,61012,61135,61702,1,51005,Garças Araguaia,5101803
5101852,Bom Jesus do Araguaia/MT,MT,Centro-Oeste,6580,6706,6830,1,51006,Médio Araguaia,5101852
5101902,Brasnorte/MT,MT,Centro-Oeste,19695,20140,20571,1,51008,Noroeste Matogrossense,5101902
5102504,Cáceres/MT,MT,Centro-Oeste,94376,94861,95339,1,51011,Oeste Matogrossense,5102504
5102603,Campinápolis/MT,MT,Centro-Oeste,15980,16919,16223,1,51005,Garças Araguaia,5102603
5102637,Campo Novo do Parecis/MT,MT,Centro-Oeste,35360,36143,36917,1,51007,Médio Norte Matogrossense,5102637
5102678,Campo Verde/MT,MT,Centro-Oeste,44041,45740,44033,1,51013,Sul Matogrossense,5102678
5102686,Campos de Júlio/MT,MT,Centro-Oeste,6891,7070,7245,1,51012,Sudoeste Matogrossense,5102686
5102694,Canabrava do Norte/MT,MT,Centro-Oeste,4743,4728,4711,1,51003,Araguaia Xingu,5102694
5102702,Canarana/MT,MT,Centro-Oeste,21579,21842,22101,1,51006,Médio Araguaia,5102702
5102793,Carlinda/MT,MT,Centro-Oeste,10305,10199,10094,1,51001,Alto Tapajós,5102793
5102850,Castanheira/MT,MT,Centro-Oeste,8729,8749,8782,1,51008,Noroeste Matogrossense,5102850
5103007,Chapada dos Guimarães/MT,MT,Centro-Oeste,19752,19453,22521,0,51002,Baixada Cuiabana,5103007
5103056,Cláudia/MT,MT,Centro-Oeste,12149,12245,12338,1,51014,Teles Pires,5103056
5103106,Cocalinho/MT,MT,Centro-Oeste,5700,5681,5716,1,51006,Médio Araguaia,5103106
5103205,Colíder/MT,MT,Centro-Oeste,33438,33649,33855,1,51010,Norte Matogrossense,5103205
5103254,Colniza/MT,MT,Centro-Oeste,38582,39861,41117,1,51008,Noroeste Matogrossense,5103254
5103304,Comodoro/MT,MT,Centro-Oeste,20763,21008,21249,1,51012,Sudoeste Matogrossense,5103304
5103353,Confresa/MT,MT,Centro-Oeste,30933,31510,32076,1,51003,Araguaia Xingu,5103353
5103361,Conquista D'Oeste/MT,MT,Centro-Oeste,4038,4101,4163,1,51012,Sudoeste Matogrossense,5103361
5103379,Cotriguaçu/MT,MT,Centro-Oeste,19750,20238,20717,1,51008,Noroeste Matogrossense,5103379
5103403,Cuiabá/MT,MT,Centro-Oeste,612547,618124,623614,0,51002,Baixada Cuiabana,5103403
5103437,Curvelândia/MT,MT,Centro-Oeste,5219,5241,5267,1,51011,Oeste Matogrossense,5103437
5103452,Denise/MT,MT,Centro-Oeste,9462,9544,9626,1,51007,Médio Norte Matogrossense,5103452
5103502,Diamantino/MT,MT,Centro-Oeste,22041,22178,22311,1,51004,Centro Norte,5103502
5103601,Dom Aquino/MT,MT,Centro-Oeste,8178,8159,8087,1,51013,Sul Matogrossense,5103601
5103700,Feliz Natal/MT,MT,Centro-Oeste,14192,14522,14847,1,51014,Teles Pires,5103700
5103809,Figueirópolis D'Oeste/MT,MT,Centro-Oeste,3494,3452,3411,1,51012,Sudoeste Matogrossense,5103809
5103858,Gaúcha do Norte/MT,MT,Centro-Oeste,7648,7782,7913,1,51006,Médio Araguaia,5103858
5103908,General Carneiro/MT,MT,Centro-Oeste,5540,5592,5726,1,51005,Garças Araguaia,5103908
5103957,Glória D'Oeste/MT,MT,Centro-Oeste,3026,3008,2990,1,51011,Oeste Matogrossense,5103957
5104104,Guarantã do Norte/MT,MT,Centro-Oeste,35816,36130,36439,1,51015,Vale do Peixoto,5104104
5104203,Guiratinga/MT,MT,Centro-Oeste,15141,15245,15740,1,51013,Sul Matogrossense,5104203
5104500,Indiavaí/MT,MT,Centro-Oeste,2752,2779,2806,1,51011,Oeste Matogrossense,5104500
5104526,Ipiranga do Norte/MT,MT,Centro-Oeste,7667,7920,8182,1,51014,Teles Pires,5104526
5104542,Itanhangá/MT,MT,Centro-Oeste,6737,6885,7030,1,51014,Teles Pires,5104542
5104559,Itaúba/MT,MT,Centro-Oeste,3802,3704,3609,1,51010,Norte Matogrossense,5104559
5104609,Itiquira/MT,MT,Centro-Oeste,13345,13552,13727,1,51013,Sul Matogrossense,5104609
5104807,Jaciara/MT,MT,Centro-Oeste,27776,27807,27696,1,51013,Sul Matogrossense,5104807
5104906,Jangada/MT,MT,Centro-Oeste,8409,8451,8420,0,51002,Baixada Cuiabana,5104906
5105002,Jauru/MT,MT,Centro-Oeste,8793,8582,8377,1,51012,Sudoeste Matogrossense,5105002
5105101,Juara/MT,MT,Centro-Oeste,34974,35121,35275,1,51016,Vale dos Arinos,5105101
5105150,Juína/MT,MT,Centro-Oeste,40997,41101,41190,1,51008,Noroeste Matogrossense,5105150
5105176,Juruena/MT,MT,Centro-Oeste,15865,16335,16811,1,51008,Noroeste Matogrossense,5105176
5105200,Juscimeira/MT,MT,Centro-Oeste,11221,11176,11124,1,51013,Sul Matogrossense,5105200
5105234,Lambari D'Oeste/MT,MT,Centro-Oeste,6121,6186,6246,1,51011,Oeste Matogrossense,5105234
5105259,Lucas do Rio Verde/MT,MT,Centro-Oeste,65534,67620,69671,1,51014,Teles Pires,5105259
5105309,Luciara/MT,MT,Centro-Oeste,2077,2058,2036,1,51009,Norte Araguaia Karajá,5105309
5105507,Vila Bela da Santíssima Trindade/MT,MT,Centro-Oeste,16128,16271,16412,1,51012,Sudoeste Matogrossense,5105507
5105580,Marcelândia/MT,MT,Centro-Oeste,10499,10301,10107,1,51010,Norte Matogrossense,5105580
5105606,Matupá/MT,MT,Centro-Oeste,16566,16793,17017,1,51015,Vale do Peixoto,5105606
5105622,Mirassol d'Oeste/MT,MT,Centro-Oeste,27739,27941,28135,1,51011,Oeste Matogrossense,5105622
5105903,Nobres/MT,MT,Centro-Oeste,15336,15334,15332,0,51004,Centro Norte,5105903
5106000,Nortelândia/MT,MT,Centro-Oeste,5989,5923,5858,1,51004,Centro Norte,5106000
5106109,Nossa Senhora do Livramento/MT,MT,Centro-Oeste,13216,13104,13093,0,51002,Baixada Cuiabana,5106109
5106158,Nova Bandeirantes/MT,MT,Centro-Oeste,15288,15685,16052,1,51001,Alto Tapajós,5106158
5106174,Nova Nazaré/MT,MT,Centro-Oeste,3849,3932,4013,1,51006,Médio Araguaia,5106174
5106182,Nova Lacerda/MT,MT,Centro-Oeste,6640,6751,6861,1,51012,Sudoeste Matogrossense,5106182
5106190,Nova Santa Helena/MT,MT,Centro-Oeste,3718,3737,3755,1,51010,Norte Matogrossense,5106190
5106208,Nova Brasilândia/MT,MT,Centro-Oeste,3829,3805,3656,0,51002,Baixada Cuiabana,5106208
5106216,Nova Canaã do Norte/MT,MT,Centro-Oeste,12787,12831,12876,1,51010,Norte Matogrossense,5106216
5106224,Nova Mutum/MT,MT,Centro-Oeste,45378,46813,48222,1,51014,Teles Pires,5106224
5106232,Nova Olímpia/MT,MT,Centro-Oeste,20301,20563,20820,1,51007,Médio Norte Matogrossense,5106232
5106240,Nova Ubiratã/MT,MT,Centro-Oeste,11982,12298,12492,1,51014,Teles Pires,5106240
5106257,Nova Xavantina/MT,MT,Centro-Oeste,21374,20944,21695,1,51005,Garças Araguaia,5106257
5106265,Novo Mundo/MT,MT,Centro-Oeste,9178,9363,9545,1,51015,Vale do Peixoto,5106265
5106273,Novo Horizonte do Norte/MT,MT,Centro-Oeste,4004,4051,4069,1,51016,Vale dos Arinos,5106273
5106281,Novo São Joaquim/MT,MT,Centro-Oeste,5074,4938,4837,1,51005,Garças Araguaia,5106281
5106299,Paranaíta/MT,MT,Centro-Oeste,11225,11244,11291,1,51001,Alto Tapajós,5106299
5106307,Paranatinga/MT,MT,Centro-Oeste,22563,22861,23250,1,51013,Sul Matogrossense,5106307
5106315,Novo Santo Antônio/MT,MT,Centro-Oeste,2640,2705,2769,1,51009,Norte Araguaia Karajá,5106315
5106372,Pedra Preta/MT,MT,Centro-Oeste,17626,17446,17547,1,51013,Sul Matogrossense,5106372
5106422,Peixoto de Azevedo/MT,MT,Centro-Oeste,34976,35338,35695,1,51015,Vale do Peixoto,5106422
5106455,Planalto da Serra/MT,MT,Centro-Oeste,2662,2649,2637,0,51002,Baixada Cuiabana,5106455
5106505,Poconé/MT,MT,Centro-Oeste,32843,33315,33386,0,51002,Baixada Cuiabana,5106505
5106653,Pontal do Araguaia/MT,MT,Centro-Oeste,6711,6843,6972,1,51005,Garças Araguaia,5106653
5106703,Ponte Branca/MT,MT,Centro-Oeste,1576,1550,1525,1,51005,Garças Araguaia,5106703
5106752,Pontes e Lacerda/MT,MT,Centro-Oeste,45436,45774,46105,1,51012,Sudoeste Matogrossense,5106752
5106778,Porto Alegre do Norte/MT,MT,Centro-Oeste,12517,12685,12849,1,51003,Araguaia Xingu,5106778
5106802,Porto dos Gaúchos/MT,MT,Centro-Oeste,5410,5363,5344,1,51016,Vale dos Arinos,5106802
5106828,Porto Esperidião/MT,MT,Centro-Oeste,12017,12097,12176,1,51011,Oeste Matogrossense,5106828
5106851,Porto Estrela/MT,MT,Centro-Oeste,2963,2877,2794,1,51007,Médio Norte Matogrossense,5106851
5107008,Poxoréu/MT,MT,Centro-Oeste,16219,15916,15936,1,51013,Sul Matogrossense,5107008
5107040,Primavera do Leste/MT,MT,Centro-Oeste,62019,63092,63876,1,51013,Sul Matogrossense,5107040
5107065,Querência/MT,MT,Centro-Oeste,17479,17937,18386,1,51006,Médio Araguaia,5107065
5107107,São José dos Quatro Marcos/MT,MT,Centro-Oeste,18906,18846,18788,1,51011,Oeste Matogrossense,5107107
5107156,Reserva do Cabaçal/MT,MT,Centro-Oeste,2732,2743,2754,1,51011,Oeste Matogrossense,5107156
5107180,Ribeirão Cascalheira/MT,MT,Centro-Oeste,10206,10329,10450,1,51006,Médio Araguaia,5107180
5107198,Ribeirãozinho/MT,MT,Centro-Oeste,2405,2422,2439,1,51005,Garças Araguaia,5107198
5107206,Rio Branco/MT,MT,Centro-Oeste,5156,5150,5147,1,51011,Oeste Matogrossense,5107206
5107248,Santa Carmem/MT,MT,Centro-Oeste,4525,4563,4600,1,51014,Teles Pires,5107248
5107263,Santo Afonso/MT,MT,Centro-Oeste,3146,3155,3164,1,51007,Médio Norte Matogrossense,5107263
5107297,São José do Povo/MT,MT,Centro-Oeste,4063,4450,4102,1,51013,Sul Matogrossense,5107297
5107305,São José do Rio Claro/MT,MT,Centro-Oeste,20664,21011,21351,1,51004,Centro Norte,5107305
5107354,São José do Xingu/MT,MT,Centro-Oeste,5595,5620,5646,1,51003,Araguaia Xingu,5107354
5107404,São Pedro da Cipa/MT,MT,Centro-Oeste,4727,4771,4823,1,51013,Sul Matogrossense,5107404
5107578,Rondolândia/MT,MT,Centro-Oeste,4001,4036,4069,1,51012,Sudoeste Matogrossense,5107578
5107602,Rondonópolis/MT,MT,Centro-Oeste,232491,236042,239613,1,51013,Sul Matogrossense,5107602
5107701,Rosário Oeste/MT,MT,Centro-Oeste,17151,17054,16999,0,51004,Centro Norte,5107701
5107743,Santa Cruz do Xingu/MT,MT,Centro-Oeste,2564,2633,2700,1,51003,Araguaia Xingu,5107743
5107750,Salto do Céu/MT,MT,Centro-Oeste,3365,3295,3226,1,51011,Oeste Matogrossense,5107750
5107768,Santa Rita do Trivelato/MT,MT,Centro-Oeste,3429,3506,3602,1,51014,Teles Pires,5107768
5107776,Santa Terezinha/MT,MT,Centro-Oeste,8371,8460,8547,1,51003,Araguaia Xingu,5107776
5107792,Santo Antônio do Leste/MT,MT,Centro-Oeste,5174,5334,5459,1,51013,Sul Matogrossense,5107792
5107800,Santo Antônio do Leverger/MT,MT,Centro-Oeste,16628,16999,17188,0,51002,Baixada Cuiabana,5107800
5107859,São Félix do Araguaia/MT,MT,Centro-Oeste,11708,11843,11934,1,51009,Norte Araguaia Karajá,5107859
5107875,Sapezal/MT,MT,Centro-Oeste,25881,26688,27485,1,51007,Médio Norte Matogrossense,5107875
5107883,Serra Nova Dourada/MT,MT,Centro-Oeste,1650,1678,1705,1,51009,Norte Araguaia Karajá,5107883
5107909,Sinop/MT,MT,Centro-Oeste,142996,146005,148960,1,51014,Teles Pires,5107909
5107925,Sorriso/MT,MT,Centro-Oeste,90313,92769,94941,1,51014,Teles Pires,5107925
5107941,Tabaporã/MT,MT,Centro-Oeste,9489,9429,9357,1,51016,Vale dos Arinos,5107941
5107958,Tangará da Serra/MT,MT,Centro-Oeste,103750,105711,107631,1,51007,Médio Norte Matogrossense,5107958
5108006,Tapurah/MT,MT,Centro-Oeste,13705,14046,14380,1,51014,Teles Pires,5108006
5108055,Terra Nova do Norte/MT,MT,Centro-Oeste,9667,9473,9284,1,51015,Vale do Peixoto,5108055
5108105,Tesouro/MT,MT,Centro-Oeste,3805,3824,3761,1,51013,Sul Matogrossense,5108105
5108204,Torixoréu/MT,MT,Centro-Oeste,3609,3547,3487,1,51005,Garças Araguaia,5108204
5108303,União do Sul/MT,MT,Centro-Oeste,3525,3490,3455,1,51014,Teles Pires,5108303
5108352,Vale de São Domingos/MT,MT,Centro-Oeste,3127,3126,3124,1,51012,Sudoeste Matogrossense,5108352
5108402,Várzea Grande/MT,MT,Centro-Oeste,284971,287526,290383,0,51002,Baixada Cuiabana,5108402
5108501,Vera/MT,MT,Centro-Oeste,11309,11402,11731,1,51014,Teles Pires,5108501
5108600,Vila Rica/MT,MT,Centro-Oeste,26037,26496,26946,1,51003,Araguaia Xingu,5108600
5108808,Nova Guarita/MT,MT,Centro-Oeste,4519,4464,4407,1,51010,Norte Matogrossense,5108808
5108857,Nova Marilândia/MT,MT,Centro-Oeste,3278,3304,3332,1,51007,Médio Norte Matogrossense,5108857
5108907,Nova Maringá/MT,MT,Centro-Oeste,8641,8850,9056,1,51004,Centro Norte,5108907
5108956,Nova Monte Verde/MT,MT,Centro-Oeste,9178,9277,9375,1,51001,Alto Tapajós,5108956
2700102,Água Branca/AL,AL,Nordeste,20196,20230,20263,1,27010,10ª Região de Saúde,2700102
2700201,Anadia/AL,AL,Nordeste,17545,17526,17507,1,27005,5ª Região de Saúde,2700201
2700300,Arapiraca/AL,AL,Nordeste,231747,233047,234309,1,27007,7ª Região de Saúde,2700300
2700409,Atalaia/AL,AL,Nordeste,47185,47365,47540,1,27004,4ª Região de Saúde,2700409
2700508,Barra de Santo Antônio/AL,AL,Nordeste,15932,16068,16201,0,27001,1ª Região de Saúde,2700508
2700607,Barra de São Miguel/AL,AL,Nordeste,8322,8378,8434,0,27001,1ª Região de Saúde,2700607
2700706,Batalha/AL,AL,Nordeste,18232,18338,18440,1,27007,7ª Região de Saúde,2700706
2700805,Belém/AL,AL,Nordeste,4344,4284,4226,1,27008,8ª Região de Saúde,2700805
2700904,Belo Monte/AL,AL,Nordeste,6704,6710,6717,1,27007,7ª Região de Saúde,2700904
2701001,Boca da Mata/AL,AL,Nordeste,27281,27356,27429,1,27005,5ª Região de Saúde,2701001
2701100,Branquinha/AL,AL,Nordeste,10494,10460,10426,1,27003,3ª Região de Saúde,2701100
2701209,Cacimbinhas/AL,AL,Nordeste,10858,10889,10920,1,27008,8ª Região de Saúde,2701209
2701308,Cajueiro/AL,AL,Nordeste,21264,21331,21397,1,27004,4ª Região de Saúde,2701308
2701357,Campestre/AL,AL,Nordeste,6936,6954,6972,1,27003,3ª Região de Saúde,2701357
2701407,Campo Alegre/AL,AL,Nordeste,57063,57537,57997,1,27005,5ª Região de Saúde,2701407
2701506,Campo Grande/AL,AL,Nordeste,9558,9567,9576,1,27007,7ª Região de Saúde,2701506
2701605,Canapi/AL,AL,Nordeste,17722,17719,17715,1,27009,9ª Região de Saúde,2701605
2701704,Capela/AL,AL,Nordeste,17053,16979,16907,1,27004,4ª Região de Saúde,2701704
2701803,Carneiros/AL,AL,Nordeste,9081,9159,9568,1,27009,9ª Região de Saúde,2701803
2701902,Chã Preta/AL,AL,Nordeste,7311,7311,7311,1,27004,4ª Região de Saúde,2701902
