type,name,lat,lon,total,total_per_100k_inhabitants
D1,Angical do Piauí/PI,-6.0872666,-42.7366138,12,177.01726
1,Angical/BA,-12.005623,-44.7000236,956,6876.70839
D1,Angical/BA,-12.005623,-44.7000236,20,143.86419
1,Angico/TO,-6.3893733,-47.8656722,249,7165.46763
D1,Angico/TO,-6.3893733,-47.8656722,5,143.88489
1,Angicos/RN,-5.6666344,-36.6009064,1133,9687.90081
D1,Angicos/RN,-5.6666344,-36.6009064,24,205.21590
1,Angra dos Reis/RJ,-23.0063966,-44.316326,19038,9058.33821
D1,Angra dos Reis/RJ,-23.0063966,-44.316326,576,274.06255
1,Anguera/BA,-12.1509425,-39.2452469,541,4758.55396
D1,Anguera/BA,-12.1509425,-39.2452469,2,17.59170
1,Angélica/MS,-22.1588196,-53.7728504,1451,13094.48606
D1,Angélica/MS,-22.1588196,-53.7728504,21,189.51358
1,Anhanguera/GO,-18.3338749,-48.220363,129,11016.22545
D1,Anhanguera/GO,-18.3338749,-48.220363,7,597.77968
1,Anhembi/SP,-22.7891096,-48.1316776,368,5324.84445
D1,Anhembi/SP,-22.7891096,-48.1316776,11,159.16655
1,Anhumas/SP,-22.2956478,-51.3873401,385,9228.18792
D1,Anhumas/SP,-22.2956478,-51.3873401,7,167.78523
1,Anicuns/GO,-16.4606451,-49.9572265,4216,19065.70795
D1,Anicuns/GO,-16.4606451,-49.9572265,72,325.60033
1,Anita Garibaldi/SC,-27.6855032,-51.1293873,1271,18738.02152
D1,Anita Garibaldi/SC,-27.6855032,-51.1293873,10,147.42739
1,Anitápolis/SC,-27.9041185,-49.1287395,427,13248.52622
D1,Anitápolis/SC,-27.9041185,-49.1287395,5,155.13497
1,Anori/AM,-3.7435254,-61.6605203,2074,9454.34654
D1,Anori/AM,-3.7435254,-61.6605203,33,150.43078
1,Anta Gorda/RS,-28.9718745,-52.0069187,720,12119.17186
D1,Anta Gorda/RS,-28.9718745,-52.0069187,8,134.65747
1,Antas/BA,-10.4114649,-38.3308815,1319,6709.39519
D1,Antas/BA,-10.4114649,-38.3308815,13,66.12747
1,Antonina do Norte/CE,-6.7754187,-39.9879345,852,11510.40259
D1,Antonina do Norte/CE,-6.7754187,-39.9879345,26,351.25642
1,Antonina/PR,-25.4298854,-48.7125431,2919,15428.93388
D1,Antonina/PR,-25.4298854,-48.7125431,73,385.85549
1,Antônio Almeida/PI,-7.2186016,-44.1950248,407,12818.89764
D1,Antônio Almeida/PI,-7.2186016,-44.1950248,10,314.96063
1,Antônio Cardoso/BA,-12.4363122,-39.1200307,649,5561.26821
D1,Antônio Cardoso/BA,-12.4363122,-39.1200307,11,94.25878
1,Antônio Carlos/MG,-21.318334,-43.746666,973,8482.25961
D1,Antônio Carlos/MG,-21.318334,-43.746666,18,156.91744
1,Antônio Carlos/SC,-27.5168462,-48.7684715,1773,20351.23967
D1,Antônio Carlos/SC,-27.5168462,-48.7684715,27,309.91736
1,Antônio Dias/MG,-19.6525,-42.872778,611,6617.56742
D1,Antônio Dias/MG,-19.6525,-42.872778,27,292.42933
1,Antônio Gonçalves/BA,-10.5715409,-40.2748824,931,7787.53660
D1,Antônio Gonçalves/BA,-10.5715409,-40.2748824,10,83.64701
1,Antônio João/MS,-22.1892837,-55.9508227,654,7201.05704
D1,Antônio João/MS,-22.1892837,-55.9508227,18,198.19423
1,Antônio Martins/RN,-6.2155812,-37.8890129,710,9913.43200
D1,Antônio Martins/RN,-6.2155812,-37.8890129,7,97.73806
1,Antônio Olinto/PR,-25.9849006,-50.1974516,617,8314.24336
D1,Antônio Olinto/PR,-25.9849006,-50.1974516,16,215.60437
1,Antônio Prado de Minas/MG,-21.0171988,-42.1101106,166,10526.31579
D1,Antônio Prado de Minas/MG,-21.0171988,-42.1101106,5,317.05770
1,Antônio Prado/RS,-28.8567806,-51.2801355,3145,24116.24875
D1,Antônio Prado/RS,-28.8567806,-51.2801355,35,268.38433
1,Anápolis/GO,-16.3332828,-48.9525756,54737,13804.13895
D1,Anápolis/GO,-16.3332828,-48.9525756,1809,456.21220
1,Anísio de Abreu/PI,-9.185643,-43.04941,291,2911.74705
D1,Anísio de Abreu/PI,-9.185643,-43.04941,14,140.08405
1,Aparecida d'Oeste/SP,-20.4498109,-50.8808706,892,21639.98059
D1,Aparecida d'Oeste/SP,-20.4498109,-50.8808706,22,533.72149
1,Aparecida de Goiânia/GO,-16.8226769,-49.2452546,99179,16479.18730
D1,Aparecida de Goiânia/GO,-16.8226769,-49.2452546,1783,296.25617
1,Aparecida do Rio Doce/GO,-18.2980167,-51.1491312,271,10953.92078
D1,Aparecida do Rio Doce/GO,-18.2980167,-51.1491312,4,161.68149
1,Aparecida do Rio Negro/TO,-9.9513491,-47.9773786,398,8120.79168
D1,Aparecida do Rio Negro/TO,-9.9513491,-47.9773786,13,265.25199
1,Aparecida do Taboado/MS,-20.0840304,-51.1013943,4269,16179.03434
D1,Aparecida do Taboado/MS,-20.0840304,-51.1013943,62,234.97309
1,Aparecida/PB,-6.7859598, -38.0831353,1101,12980.42914
D1,Aparecida/PB,-6.7859598, -38.0831353,14,165.05541
1,Aparecida/SP,-22.851552,-45.2340924,2902,8014.13935
D1,Aparecida/SP,-22.851552,-45.2340924,117,323.10624
1,Aperibé/RJ,-21.6211928,-42.1028167,1315,10925.55666
D1,Aperibé/RJ,-21.6211928,-42.1028167,32,265.86906
1,Apiacá/ES,-21.152272,-41.569297,1139,15102.09494
D1,Apiacá/ES,-21.152272,-41.569297,38,503.84513
1,Apiacás/MT,-9.5678422,-57.394852,2116,20285.68689
D1,Apiacás/MT,-9.5678422,-57.394852,18,172.56255
1,Apiaí/SP,-24.5076527,-48.8461582,1781,7395.87226
D1,Apiaí/SP,-24.5076527,-48.8461582,97,402.80719
1,Apicum-Açu/MA,-1.5279295,-45.082278,613,3486.52030
D1,Apicum-Açu/MA,-1.5279295,-45.082278,11,62.56399
1,Apiúna/SC,-27.0374658,-49.3885037,1005,9177.24409
D1,Apiúna/SC,-27.0374658,-49.3885037,18,164.36855
1,Apodi/RN,-5.6631109,-37.796927,6700,18660.87344
D1,Apodi/RN,-5.6631109,-37.796927,97,270.16488
1,Aporá/BA,-11.6599747,-38.0794757,683,3828.47534
D1,Aporá/BA,-11.6599747,-38.0794757,19,106.50224
1,Aporé/GO,-18.9642193,-51.92804,502,11767.46367
D1,Aporé/GO,-18.9642193,-51.92804,11,257.85279
1,Apuarema/BA,-13.8517897,-39.7457126,779,10709.37586
D1,Apuarema/BA,-13.8517897,-39.7457126,11,151.22354
1,Apucarana/PR,-23.5525327,-51.4610764,12815,9324.20437
D1,Apucarana/PR,-23.5525327,-51.4610764,493,358.70720
1,Apuiarés/CE,-3.9460303,-39.4313298,1396,9469.54280
D1,Apuiarés/CE,-3.9460303,-39.4313298,25,169.58350
1,Apuí/AM,-7.1940195,-59.8830192,1631,7172.69889
D1,Apuí/AM,-7.1940195,-59.8830192,34,149.52285
1,Aquidabã/SE,-10.2837579,-37.0188687,2414,11075.42668
D1,Aquidabã/SE,-10.2837579,-37.0188687,40,183.51991
1,Aquidauana/MS,-20.473969,-55.7821375,5806,12049.64304
D1,Aquidauana/MS,-20.473969,-55.7821375,168,348.66346
1,Aquiraz/CE,-3.9063117,-38.387504,7635,9358.79678
D1,Aquiraz/CE,-3.9063117,-38.387504,96,117.67446
1,Arabutã/SC,-27.1587028,-52.1438142,424,9934.39550
D1,Arabutã/SC,-27.1587028,-52.1438142,10,234.30178
1,Aracaju/SE,-10.9162061,-37.0774655,129534,19258.29673
D1,Aracaju/SE,-10.9162061,-37.0774655,2436,362.16909
1,Aracati/CE,-4.558259,-37.767894,8293,10999.84083
D1,Aracati/CE,-4.558259,-37.767894,168,222.83531
1,Aracatu/BA,-14.4274236,-41.4604105,1045,8063.27160
D1,Aracatu/BA,-14.4274236,-41.4604105,19,146.60494
1,Araci/BA,-11.3356065,-38.9573261,3860,7030.58121
D1,Araci/BA,-11.3356065,-38.9573261,56,101.99807
1,Aracitaba/MG,-21.3425,-43.378611,95,4620.62257
D1,Aracitaba/MG,-21.3425,-43.378611,11,535.01946
1,Aracoiaba/CE,-4.3702577,-38.8084313,4383,16477.44361
D1,Aracoiaba/CE,-4.3702577,-38.8084313,35,131.57895
1,Aracruz/ES,-19.8245218,-40.2735025,20998,20009.14791
D1,Aracruz/ES,-19.8245218,-40.2735025,253,241.08555
1,Aragarças/GO,-15.8957166,-52.2514538,3404,16678.09897
D1,Aragarças/GO,-15.8957166,-52.2514538,79,387.06516
1,Aragoiânia/GO,-16.9146388,-49.4499148,1756,16441.94757
D1,Aragoiânia/GO,-16.9146388,-49.4499148,30,280.89888
1,Aragominas/TO,-7.1654101,-48.525488,652,11428.57143
D1,Aragominas/TO,-7.1654101,-48.525488,11,192.81332
1,Araguacema/TO,-8.8067391,-49.5560969,830,11491.07019
D1,Araguacema/TO,-8.8067391,-49.5560969,18,249.20393
1,Araguaiana/MT,-15.729144,-51.834112,430,14033.94256
D1,Araguaiana/MT,-15.729144,-51.834112,8,261.09661
1,Araguainha/MT,-16.857016,-53.031778,32,3520.35204
D1,Araguainha/MT,-16.857016,-53.031778,1,110.01100
1,Araguanã/MA,-2.9508403,-45.6651986,818,5218.50080
D1,Araguanã/MA,-2.9508403,-45.6651986,5,31.89793
1,Araguanã/TO,-6.5799107,-48.6428482,591,10092.21311
D1,Araguanã/TO,-6.5799107,-48.6428482,16,273.22404
1,Araguapaz/GO,-15.0937927,-50.626417,826,10596.53624
D1,Araguapaz/GO,-15.0937927,-50.626417,30,384.86209
1,Araguari/MG,-18.6511256,-48.1933764,21255,17957.77325
D1,Araguari/MG,-18.6511256,-48.1933764,476,402.15950
1,Araguatins/TO,-5.6522925,-48.1158973,2896,7918.40976
D1,Araguatins/TO,-5.6522925,-48.1158973,74,202.33506
1,Araguaçu/TO,-12.928934,-49.823134,1182,14041.33999
D1,Araguaçu/TO,-12.928934,-49.823134,22,261.34474
1,Araguaína/TO,-7.193241,-48.2018597,40083,21521.65159
D1,Araguaína/TO,-7.193241,-48.2018597,566,303.90078
1,Araioses/MA,-2.890914,-41.904993,687,1458.75358
D1,Araioses/MA,-2.890914,-41.904993,15,31.85051
1,Aral Moreira/MS,-22.951141,-55.6268421,570,4555.99073
D1,Aral Moreira/MS,-22.951141,-55.6268421,19,151.86636
1,Aramari/BA,-12.0907897,-38.4985065,694,6024.82854
D1,Aramari/BA,-12.0907897,-38.4985065,14,121.53833
1,Arambaré/RS,-30.9132252,-51.4994625,262,7392.77652
D1,Arambaré/RS,-30.9132252,-51.4994625,9,253.95034
1,Arame/MA,-4.8858769,-46.0102484,1563,4761.61462
D1,Arame/MA,-4.8858769,-46.0102484,42,127.95126
1,Aramina/SP,-20.0876144,-47.789201,367,6451.04588
D1,Aramina/SP,-20.0876144,-47.789201,18,316.40007
1,Arandu/SP,-23.1345103,-49.0545651,657,10309.11659
D1,Arandu/SP,-23.1345103,-49.0545651,21,329.51514
1,Arantina/MG,-21.911667,-44.255833,328,11802.80677
D1,Arantina/MG,-21.911667,-44.255833,6,215.90500
1,Arapeí/SP,-22.6738889,-44.4477778,271,11052.20228
D1,Arapeí/SP,-22.6738889,-44.4477778,4,163.13214
1,Arapiraca/AL,-9.754866,-36.661471,31399,13400.68030
D1,Arapiraca/AL,-9.754866,-36.661471,538,229.61133
1,Arapoema/TO,-7.6575001,-49.0641484,588,8922.61002
D1,Arapoema/TO,-7.6575001,-49.0641484,12,182.09408
1,Araponga/MG,-20.666667,-42.520556,751,8869.72954
D1,Araponga/MG,-20.666667,-42.520556,12,141.72670
1,Arapongas/PR,-23.415296,-51.42592,16552,13079.93204
D1,Arapongas/PR,-23.415296,-51.42592,589,465.44707
1,Araporã/MG,-18.4318188,-49.188313,2221,31764.87414
D1,Araporã/MG,-18.4318188,-49.188313,41,586.38444
1,Arapoti/PR,-24.1457957,-49.8224605,3782,13279.49438
D1,Arapoti/PR,-24.1457957,-49.8224605,68,238.76404
1,Araputanga/MT,-15.4710868,-58.346796,2586,15142.28832
D1,Araputanga/MT,-15.4710868,-58.346796,56,327.90725
1,Arapuá/MG,-19.034444,-46.155556,312,11001.41044
D1,Arapuá/MG,-19.034444,-46.155556,3,105.78279
1,Arapuã/PR,-24.3079525,-51.7901941,436,14774.65266
D1,Arapuã/PR,-24.3079525,-51.7901941,9,304.98136
1,Araquari/SC,-26.3703324,-48.7210994,4908,12002.93470
D1,Araquari/SC,-26.3703324,-48.7210994,89,217.65713
1,Arara/PB,-6.8271895,-35.7605703,1064,7816.05818
D1,Arara/PB,-6.8271895,-35.7605703,29,213.03166
1,Araranguá/SC,-28.9348832,-49.4858389,12268,17653.57662
D1,Araranguá/SC,-28.9348832,-49.4858389,261,375.57740
1,Araraquara/SP,-21.7886713,-48.1773096,24172,10048.97274
D1,Araraquara/SP,-21.7886713,-48.1773096,550,228.65030
1,Araras/SP,-22.3569477,-47.3838889,18683,13663.25628
D1,Araras/SP,-22.3569477,-47.3838889,405,296.18470
1,Ararendá/CE,-4.7504395,-40.8303611,1495,13611.94573
D1,Ararendá/CE,-4.7504395,-40.8303611,22,200.30957
1,Arari/MA,-3.4547602,-44.7772723,1087,3621.64323
D1,Arari/MA,-3.4547602,-44.7772723,35,116.61225
1,Araricá/RS,-29.6168543,-50.929121,1144,19589.04110
D1,Araricá/RS,-29.6168543,-50.929121,27,462.32877
1,Araripe/CE,-7.212861,-40.1359222,1432,6596.95029
D1,Araripe/CE,-7.212861,-40.1359222,23,105.95660
1,Araripina/PE,-7.5768582,-40.5038509,8441,9895.54636
D1,Araripina/PE,-7.5768582,-40.5038509,172,201.63890
1,Araruama/RJ,-22.8733203,-42.3428897,8140,5980.50092
D1,Araruama/RJ,-22.8733203,-42.3428897,492,361.47499
1,Araruna/PB,-6.5321155,-35.7397595,733,3556.52596
D1,Araruna/PB,-6.5321155,-35.7397595,18,87.33624
1,Araruna/PR,-23.9320308,-52.4976047,2443,17413.92829
D1,Araruna/PR,-23.9320308,-52.4976047,37,263.73940
1,Arataca/BA,-15.2617424,-39.4122943,797,7309.24431
D1,Arataca/BA,-15.2617424,-39.4122943,15,137.56420
1,Aratiba/RS,-27.3955734,-52.3024325,545,8868.99919
D1,Aratiba/RS,-27.3955734,-52.3024325,7,113.91375
1,Aratuba/CE,-4.4195958,-39.0463737,1727,14686.62301
D1,Aratuba/CE,-4.4195958,-39.0463737,13,110.55362
1,Aratuípe/BA,-13.077137,-39.0010786,499,5639.69259
D1,Aratuípe/BA,-13.077137,-39.0010786,12,135.62387
1,Araucária/PR,-25.5861107,-49.4051209,31760,21384.03738
D1,Araucária/PR,-25.5861107,-49.4051209,560,377.04852
1,Arauá/SE,-11.2644014,-37.6181058,1301,13221.54472
D1,Arauá/SE,-11.2644014,-37.6181058,22,223.57724
1,Araxá/MG,-19.5928536,-46.940241,19156,17671.09766
D1,Araxá/MG,-19.5928536,-46.940241,246,226.93099
1,Araçagi/PB,-6.8519969,-35.3835602,1929,11443.31732
D1,Araçagi/PB,-6.8519969,-35.3835602,26,154.23860
1,Araçariguama/SP,-23.438611,-47.061389,2230,9553.18511
D1,Araçariguama/SP,-23.438611,-47.061389,74,317.01152
1,Araçatuba/SP,-21.207992,-50.4390225,31928,16027.30787
D1,Araçatuba/SP,-21.207992,-50.4390225,936,469.85593
1,Araçaí/MG,-19.200833,-44.2475,104,4406.77966
D1,Araçaí/MG,-19.200833,-44.2475,1,42.37288
1,Araçoiaba da Serra/SP,-23.5045367,-47.6168158,3108,8782.39001
D1,Araçoiaba da Serra/SP,-23.5045367,-47.6168158,91,257.14205
1,Araçoiaba/PE,-7.7856903,-35.0898881,706,3372.18189
D1,Araçoiaba/PE,-7.7856903,-35.0898881,33,157.62323
1,Araçu/GO,-16.3561579,-49.6815269,758,21971.01449
D1,Araçu/GO,-16.3561579,-49.6815269,20,579.71014
1,Araçuaí/MG,-16.8484451,-42.0661868,2371,6457.85101
D1,Araçuaí/MG,-16.8484451,-42.0661868,54,147.07885
1,Araçás/BA,-12.2139176,-38.2026159,720,5883.79505
D1,Araçás/BA,-12.2139176,-38.2026159,17,138.92294
1,Araújos/MG,-19.948055,-45.165556,947,9944.34527
D1,Araújos/MG,-19.948055,-45.165556,14,147.01250
1,Arceburgo/MG,-21.364444,-46.939722,1498,13630.57325
D1,Arceburgo/MG,-21.364444,-46.939722,34,309.37216
1,Arco-Íris/SP,-21.7741308,-50.4668814,177,10085.47009
D1,Arco-Íris/SP,-21.7741308,-50.4668814,8,455.84046
1,Arcos/MG,-20.282223,-45.539444,6899,16968.37031
D1,Arcos/MG,-20.282223,-45.539444,140,344.33568
1,Arcoverde/PE,-8.415192,-37.057748,7502,9963.47699
D1,Arcoverde/PE,-8.415192,-37.057748,136,180.62288
1,Areado/MG,-21.3582771,-46.1476688,1589,10393.77289
D1,Areado/MG,-21.3582771,-46.1476688,33,215.85557
1,Areal/RJ,-22.2314922,-43.1056264,1753,13735.01528
D1,Areal/RJ,-22.2314922,-43.1056264,51,399.59257
1,Arealva/SP,-22.0301906,-48.9111936,1099,12683.20831
D1,Arealva/SP,-22.0301906,-48.9111936,21,242.35430
1,Areia Branca/RN,-4.9506652,-37.1263312,3217,11425.62864
D1,Areia Branca/RN,-4.9506652,-37.1263312,105,372.92229
1,Areia Branca/SE,-10.7591455,-37.3148072,2119,11256.30810
D1,Areia Branca/SE,-10.7591455,-37.3148072,49,260.29216
1,Areia de Baraúnas/PB,-7.1233949,-36.9446216,244,11591.44893
D1,Areia de Baraúnas/PB,-7.1233949,-36.9446216,7,332.54157
1,Areia/PB,-6.9680243,-35.6994783,2589,11510.24763
D1,Areia/PB,-6.9680243,-35.6994783,34,151.15814
1,Areial/PB,-7.0501306,-35.9245244,421,5968.24497
D1,Areial/PB,-7.0501306,-35.9245244,12,170.11625
1,Areias/SP,-22.5800929,-44.6975127,366,9370.19969
D1,Areias/SP,-22.5800929,-44.6975127,2,51.20328
1,Areiópolis/SP,-22.6758064,-48.6673653,1419,12685.49973
D1,Areiópolis/SP,-22.6758064,-48.6673653,23,205.61416
1,Arenápolis/MT,-14.4610369,-56.8432806,2116,22513.03330
D1,Arenápolis/MT,-14.4610369,-56.8432806,40,425.57719
1,Arenópolis/GO,-16.3859286,-51.55937,486,19740.04874
D1,Arenópolis/GO,-16.3859286,-51.55937,9,365.55646
1,Argirita/MG,-21.612761,-42.8371922,319,11898.54532
D1,Argirita/MG,-21.612761,-42.8371922,10,372.99515
1,Aricanduva/MG,-17.8678,-42.5569,197,3713.47785
1,Arinos/MG,-15.917223,-46.106111,1505,8431.37255
D1,Arinos/MG,-15.917223,-46.106111,30,168.06723
1,Aripuanã/MT,-10.175806,-59.4439663,3544,15363.93983
D1,Aripuanã/MT,-10.175806,-59.4439663,49,212.42468
1,Ariquemes/RO,-9.9076522,-63.033069,25764,23179.90427
D1,Ariquemes/RO,-9.9076522,-63.033069,533,479.54079
1,Ariranha do Ivaí/PR,-24.3834527,-51.5876772,224,11056.26851
D1,Ariranha do Ivaí/PR,-24.3834527,-51.5876772,4,197.43337
1,Ariranha/SP,-21.18716,-48.790418,1018,10333.97625
D1,Ariranha/SP,-21.18716,-48.790418,31,314.68886
1,Armazém/SC,-28.2624996,-49.0190126,1497,16928.64413
D1,Armazém/SC,-28.2624996,-49.0190126,35,395.79328
1,Armação dos Búzios/RJ,-22.7597805,-41.8875267,6453,18405.59042
D1,Armação dos Búzios/RJ,-22.7597805,-41.8875267,76,216.77125
1,Arneiroz/CE,-6.3235099,-40.1603859,681,8677.37003
D1,Arneiroz/CE,-6.3235099,-40.1603859,17,216.61570
1,Aroazes/PI,-6.1108814,-41.7886137,662,11376.52518
D1,Aroazes/PI,-6.1108814,-41.7886137,13,223.40608
1,Aroeiras do Itaim/PI,-7.2797031,-41.5629681,184,7212.85770
D1,Aroeiras do Itaim/PI,-7.2797031,-41.5629681,2,78.40063
1,Aroeiras/PB,-7.5462904,-35.7080002,2184,11445.94099
D1,Aroeiras/PB,-7.5462904,-35.7080002,18,94.33468
1,Arraial do Cabo/RJ,-22.9662839,-42.024427,1267,4110.03341
D1,Arraial do Cabo/RJ,-22.9662839,-42.024427,47,152.46375
1,Arraial/PI,-6.6541632,-42.5335332,172,3649.48016
D1,Arraial/PI,-6.6541632,-42.5335332,3,63.65372
1,Arraias/TO,-12.9287788,-46.9437231,1178,11216.91106
D1,Arraias/TO,-12.9287788,-46.9437231,13,123.78595
1,Arroio Grande/RS,-32.2384246,-53.0866661,2329,12807.25873
D1,Arroio Grande/RS,-32.2384246,-53.0866661,59,324.44322
1,Arroio Trinta/SC,-26.9301976,-51.334928,748,21088.24359
D1,Arroio Trinta/SC,-26.9301976,-51.334928,14,394.69975
1,Arroio do Meio/RS,-29.4020392,-51.9444993,3446,16315.51536
D1,Arroio do Meio/RS,-29.4020392,-51.9444993,51,241.46584
1,Arroio do Padre/RS,-31.4428773,-52.4228985,276,9305.46190
D1,Arroio do Padre/RS,-31.4428773,-52.4228985,4,134.86177
1,Arroio do Sal/RS,-29.549852,-49.8874395,1748,16674.61605
D1,Arroio do Sal/RS,-29.549852,-49.8874395,40,381.57016
1,Arroio do Tigre/RS,-29.334158,-53.0888935,1412,10496.58043
D1,Arroio do Tigre/RS,-29.334158,-53.0888935,22,163.54445
1,Arroio dos Ratos/RS,-30.0894524,-51.7265541,1530,10773.88916
D1,Arroio dos Ratos/RS,-30.0894524,-51.7265541,42,295.75382
1,Artur Nogueira/SP,-22.572737,-47.172679,6560,11662.84424
D1,Artur Nogueira/SP,-22.572737,-47.172679,146,259.56940
1,Aruanã/GO,-14.9162439,-51.0715692,918,8878.14313
D1,Aruanã/GO,-14.9162439,-51.0715692,19,183.75242
1,Arujá/SP,-23.396266,-46.3175449,8819,9538.90085
D1,Arujá/SP,-23.396266,-46.3175449,344,372.08095
1,Arvoredo/SC,-27.0752908,-52.4571847,365,16382.40575
D1,Arvoredo/SC,-27.0752908,-52.4571847,5,224.41652
1,Arvorezinha/RS,-28.87369,-52.17808,1046,10036.46133
D1,Arvorezinha/RS,-28.87369,-52.17808,29,278.25753
1,Arês/RN,-6.1969216,-35.1642968,1221,8405.61751
D1,Arês/RN,-6.1969216,-35.1642968,26,178.98940
1,Ascurra/SC,-26.9569975,-49.3767752,1520,18950.25558
D1,Ascurra/SC,-26.9569975,-49.3767752,13,162.07455
1,Aspásia/SP,-20.160028,-50.728046,214,11790.63361
D1,Aspásia/SP,-20.160028,-50.728046,9,495.86777
1,Assaré/CE,-6.8746791,-39.8741385,2469,10489.86702
D1,Assaré/CE,-6.8746791,-39.8741385,47,199.68560
1,Assaí/PR,-23.3736041,-50.8454929,1980,13385.61385
D1,Assaí/PR,-23.3736041,-50.8454929,57,385.34343
1,Assis Brasil/AC,-10.9409203,-69.5672108,1839,24042.35848
D1,Assis Brasil/AC,-10.9409203,-69.5672108,24,313.76651
1,Assis Chateaubriand/PR,-24.4054826,-53.5120468,5935,17819.61208
D1,Assis Chateaubriand/PR,-24.4054826,-53.5120468,135,405.33237
1,Assis/SP,-22.6620892,-50.420623,12996,12287.27025
D1,Assis/SP,-22.6620892,-50.420623,417,394.25913
1,Assunção do Piauí/PI,-5.8610212,-41.0485091,407,5165.63016
D1,Assunção do Piauí/PI,-5.8610212,-41.0485091,9,114.22769
1,Assunção/PB,-7.073396,-36.7274003,424,10425.37497
D1,Assunção/PB,-7.073396,-36.7274003,5,122.94074
1,Astolfo Dutra/MG,-21.3132636,-42.8624102,1590,11073.96573
D1,Astolfo Dutra/MG,-21.3132636,-42.8624102,28,195.01323
1,Astorga/PR,-23.2350184,-51.6647074,4713,17917.42701
D1,Astorga/PR,-23.2350184,-51.6647074,98,372.56691
1,Atalaia do Norte/AM,-4.3658547,-70.1908742,3018,14462.33468
D1,Atalaia do Norte/AM,-4.3658547,-70.1908742,11,52.71229
1,Atalaia/AL,-9.5029595,-36.0219316,1304,2742.95330
D1,Atalaia/AL,-9.5029595,-36.0219316,54,113.58856
1,Atalaia/PR,-23.1513833,-52.0529697,618,15964.86696
D1,Atalaia/PR,-23.1513833,-52.0529697,25,645.82795
1,Atalanta/SC,-27.421916,-49.778863,549,17269.58163
D1,Atalanta/SC,-27.421916,-49.778863,11,346.02076
1,Ataléia/MG,-18.04432,-41.1110524,1367,10939.50064
D1,Ataléia/MG,-18.04432,-41.1110524,10,80.02561
1,Atibaia/SP,-23.1177393,-46.5547861,12767,8781.93399
D1,Atibaia/SP,-23.1177393,-46.5547861,295,202.91929
1,Atilio Vivacqua/ES,-20.9139369,-41.1947519,1809,14743.27628
D1,Atilio Vivacqua/ES,-20.9139369,-41.1947519,31,252.64874
1,Augustinópolis/TO,-5.4662267,-47.8897519,2010,10651.82830
D1,Augustinópolis/TO,-5.4662267,-47.8897519,32,169.58135
1,Augusto Corrêa/PA,-1.0229335,-46.6404029,2089,4450.64661
D1,Augusto Corrêa/PA,-1.0229335,-46.6404029,52,110.78680
1,Augusto Pestana/RS,-28.5148413,-53.9906433,1064,16256.68449
D1,Augusto Pestana/RS,-28.5148413,-53.9906433,14,213.90374
1,Augusto de Lima/MG,-18.1092963,-44.2651945,327,6765.98386
D1,Augusto de Lima/MG,-18.1092963,-44.2651945,11,227.60190
1,Aurelino Leal/BA,-14.3167137,-39.3256107,1116,10073.11129
D1,Aurelino Leal/BA,-14.3167137,-39.3256107,35,315.91299
1,Auriflama/SP,-20.6840418,-50.5554616,2125,13874.37973
D1,Auriflama/SP,-20.6840418,-50.5554616,78,509.27135
1,Aurilândia/GO,-16.6772599,-50.4641231,595,19833.33333
D1,Aurilândia/GO,-16.6772599,-50.4641231,14,466.66667
1,Aurora do Pará/PA,-2.1323199,-47.558436,1827,5673.91304
D1,Aurora do Pará/PA,-2.1323199,-47.558436,15,46.58385
1,Aurora do Tocantins/TO,-12.71045,-46.407604,390,10238.90785
D1,Aurora do Tocantins/TO,-12.71045,-46.407604,7,183.77527
1,Aurora/CE,-6.9426019,-38.9693765,2206,8979.52538
D1,Aurora/CE,-6.9426019,-38.9693765,42,170.96105
1,Aurora/SC,-27.3166417,-49.6368502,1014,17830.13891
D1,Aurora/SC,-27.3166417,-49.6368502,19,334.09531
1,Autazes/AM,-3.5833283,-59.1301518,3414,8325.81393
D1,Autazes/AM,-3.5833283,-59.1301518,96,234.11779
1,Avanhandava/SP,-21.4603331,-49.9465156,1231,8753.46654
D1,Avanhandava/SP,-21.4603331,-49.9465156,44,312.87776
1,Avaré/SP,-23.1045215,-48.9259103,12168,13256.05717
D1,Avaré/SP,-23.1045215,-48.9259103,282,307.21632
1,Avaí/SP,-22.1564662,-49.3316395,550,10060.36217
D1,Avaí/SP,-22.1564662,-49.3316395,13,237.79038
1,Aveiro/PA,-3.6049239,-55.3310742,910,5541.68443
D1,Aveiro/PA,-3.6049239,-55.3310742,15,91.34645
1,Avelino Lopes/PI,-10.1346855,-43.9489525,526,4629.87413
D1,Avelino Lopes/PI,-10.1346855,-43.9489525,20,176.04084
1,Avelinópolis/GO,-16.4672409,-49.7578661,373,15535.19367
D1,Avelinópolis/GO,-16.4672409,-49.7578661,17,708.03832
1,Axixá do Tocantins/TO,-5.612747,-47.77007,1123,11439.33992
D1,Axixá do Tocantins/TO,-5.612747,-47.77007,23,234.28746
1,Axixá/MA,-2.8379465,-44.0561053,192,1569.39676
D1,Axixá/MA,-2.8379465,-44.0561053,8,65.39153
1,Açailândia/MA,-4.9514278,-47.4844564,6039,5307.47124
D1,Açailândia/MA,-4.9514278,-47.4844564,267,234.65720
1,Açu/RN,-5.5836157,-36.9139541,8670,14759.20535
D1,Açu/RN,-5.5836157,-36.9139541,157,267.26589
1,Açucena/MG,-19.073056,-42.546666,811,8748.65156
