type,name,lat,lon,total,total_per_100k_inhabitants
D1,Japi/RN,-6.4634348,-35.9456879,9,182.37082
1,Japira/PR,-23.8119773,-50.1397133,748,15175.49199
D1,Japira/PR,-23.8119773,-50.1397133,15,304.32136
1,Japoatã/SE,-10.3467864,-36.799878,433,3226.04679
D1,Japoatã/SE,-10.3467864,-36.799878,23,171.36045
1,Japonvar/MG,-15.9980389,-44.2755057,382,4780.37793
D1,Japonvar/MG,-15.9980389,-44.2755057,6,75.08447
1,Japorã/MS,-23.8919161,-54.406888,224,2390.09816
D1,Japorã/MS,-23.8919161,-54.406888,8,85.36065
1,Japurá/AM,-1.8808468,-66.9967657,1051,59886.03989
D1,Japurá/AM,-1.8808468,-66.9967657,11,626.78063
1,Japurá/PR,-23.469273,-52.55572,1459,15240.78136
D1,Japurá/PR,-23.469273,-52.55572,17,177.58278
1,Jaqueira/PE,-8.7276422,-35.7948925,371,3189.47730
D1,Jaqueira/PE,-8.7276422,-35.7948925,16,137.55158
1,Jaquirana/RS,-28.8836757,-50.3580098,636,17612.84963
D1,Jaquirana/RS,-28.8836757,-50.3580098,10,276.93160
1,Jaraguari/MS,-20.1019755,-54.4377423,357,4862.43530
D1,Jaraguari/MS,-20.1019755,-54.4377423,10,136.20267
1,Jaraguá do Sul/SC,-26.4897432,-49.0778063,38265,20730.96073
D1,Jaraguá do Sul/SC,-26.4897432,-49.0778063,439,237.83854
1,Jaraguá/GO,-15.7528866,-49.3344033,9005,17264.18712
D1,Jaraguá/GO,-15.7528866,-49.3344033,199,381.51840
1,Jaramataia/AL,-9.6597307,-37.0015482,122,2121.37020
D1,Jaramataia/AL,-9.6597307,-37.0015482,3,52.16484
1,Jardim Alegre/PR,-24.1794996,-51.6930932,1213,10960.51324
D1,Jardim Alegre/PR,-24.1794996,-51.6930932,33,298.18379
1,Jardim Olinda/PR,-22.5520625,-52.036373,75,5729.56455
D1,Jardim Olinda/PR,-22.5520625,-52.036373,2,152.78839
1,Jardim de Angicos/RN,-5.6520662,-35.9699312,166,6384.61538
D1,Jardim de Angicos/RN,-5.6520662,-35.9699312,1,38.46154
1,Jardim de Piranhas/RN,-6.3796347,-37.3495566,3135,20838.87264
D1,Jardim de Piranhas/RN,-6.3796347,-37.3495566,42,279.18107
1,Jardim do Mulato/PI,-6.0953808,-42.636034,275,6081.37992
D1,Jardim do Mulato/PI,-6.0953808,-42.636034,4,88.45644
1,Jardim do Seridó/RN,-6.59043,-36.7736039,1935,15608.61499
D1,Jardim do Seridó/RN,-6.59043,-36.7736039,24,193.59522
1,Jardim/CE,-7.5838966,-39.279713,2000,7356.45713
D1,Jardim/CE,-7.5838966,-39.279713,60,220.69371
1,Jardim/MS,-21.479941,-56.148902,2388,9054.02844
D1,Jardim/MS,-21.479941,-56.148902,69,261.61137
1,Jardinópolis/SC,-26.721575,-52.8591464,446,29342.10526
D1,Jardinópolis/SC,-26.721575,-52.8591464,5,328.94737
1,Jardinópolis/SP,-21.0255126,-47.7706807,4248,9327.24398
D1,Jardinópolis/SP,-21.0255126,-47.7706807,146,320.56912
1,Jari/RS,-29.292234,-54.223711,198,5702.76498
D1,Jari/RS,-29.292234,-54.223711,3,86.40553
1,Jarinu/SP,-23.0949584,-46.7148636,3119,10005.45344
D1,Jarinu/SP,-23.0949584,-46.7148636,78,250.21653
1,Jaru/RO,-10.431826,-62.478769,8765,17029.66834
D1,Jaru/RO,-10.431826,-62.478769,193,374.98300
1,Jataizinho/PR,-23.257815,-50.977748,2053,16181.91850
D1,Jataizinho/PR,-23.257815,-50.977748,47,370.45795
1,Jataí/GO,-17.8783829,-51.7204241,16471,15957.02425
D1,Jataí/GO,-17.8783829,-51.7204241,410,397.20599
1,Jataúba/PE,-7.9860545,-36.4980118,1429,8257.72898
D1,Jataúba/PE,-7.9860545,-36.4980118,21,121.35221
1,Jateí/MS,-22.4815624,-54.307006,492,12254.04732
D1,Jateí/MS,-22.4815624,-54.307006,6,149.43960
1,Jati/CE,-7.6894344,-39.006074,851,10441.71779
D1,Jati/CE,-7.6894344,-39.006074,14,171.77914
1,Jatobá do Piauí/PI,-4.7700202,-41.8181631,368,7533.26510
D1,Jatobá do Piauí/PI,-4.7700202,-41.8181631,10,204.70829
1,Jatobá/MA,-5.8195391,-44.223188,92,879.20489
D1,Jatobá/MA,-5.8195391,-44.223188,5,47.78287
1,Jatobá/PE,-9.1832353,-38.2672047,982,6588.83521
D1,Jatobá/PE,-9.1832353,-38.2672047,19,127.48256
1,Jaupaci/GO,-16.1841736,-50.9522616,135,4748.50510
D1,Jaupaci/GO,-16.1841736,-50.9522616,7,246.21878
1,Jauru/MT,-15.3407762,-58.8683137,881,10516.89149
D1,Jauru/MT,-15.3407762,-58.8683137,35,417.81067
1,Jaçanã/RN,-6.4290483,-36.2035537,882,9442.24387
D1,Jaçanã/RN,-6.4290483,-36.2035537,6,64.23295
1,Jaíba/MG,-15.3373744,-43.6734439,3181,7982.43413
D1,Jaíba/MG,-15.3373744,-43.6734439,69,173.14931
1,Jaú do Tocantins/TO,-12.6526649,-48.5922532,354,9062.98003
D1,Jaú do Tocantins/TO,-12.6526649,-48.5922532,13,332.82130
1,Jaú/SP,-22.293585,-48.559193,14204,9255.65120
D1,Jaú/SP,-22.293585,-48.559193,557,362.95394
1,Jeceaba/MG,-20.5353816,-43.983346,428,8925.96455
D1,Jeceaba/MG,-20.5353816,-43.983346,9,187.69552
1,Jenipapo de Minas/MG,-17.08493,-42.259576,283,3637.06464
D1,Jenipapo de Minas/MG,-17.08493,-42.259576,7,89.96273
1,Jenipapo dos Vieiras/MA,-5.3679814,-45.6348267,1168,6821.23460
D1,Jenipapo dos Vieiras/MA,-5.3679814,-45.6348267,22,128.48216
1,Jequeri/MG,-20.453056,-42.666111,762,6222.43998
D1,Jequeri/MG,-20.453056,-42.666111,23,187.81643
1,Jequitaí/MG,-17.2328217,-44.4383463,356,4806.26434
D1,Jequitaí/MG,-17.2328217,-44.4383463,10,135.00743
1,Jequitibá/MG,-19.2361583,-44.03063,506,9725.15856
D1,Jequitibá/MG,-19.2361583,-44.03063,10,192.19681
1,Jequitinhonha/MG,-16.433333,-41.003056,2040,7982.78223
D1,Jequitinhonha/MG,-16.433333,-41.003056,21,82.17570
1,Jequiá da Praia/AL,-10.0092595,-36.0232787,634,5515.44150
D1,Jequiá da Praia/AL,-10.0092595,-36.0232787,11,95.69378
1,Jequié/BA,-13.8604033,-40.0719627,18585,11892.34500
D1,Jequié/BA,-13.8604033,-40.0719627,397,254.03610
1,Jeremoabo/BA,-10.0754917,-38.3476326,2305,5645.08229
D1,Jeremoabo/BA,-10.0754917,-38.3476326,47,115.10580
1,Jericó/PB,-6.5531817,-37.8078194,777,10024.51297
D1,Jericó/PB,-6.5531817,-37.8078194,15,193.52342
1,Jeriquara/SP,-20.3104773,-47.5915669,355,11294.94114
D1,Jeriquara/SP,-20.3104773,-47.5915669,3,95.45021
1,Jerumenha/PI,-7.0880338,-43.5078454,211,4749.04344
D1,Jerumenha/PI,-7.0880338,-43.5078454,7,157.55120
1,Jerônimo Monteiro/ES,-20.7882214,-41.3921464,1845,14956.22568
D1,Jerônimo Monteiro/ES,-20.7882214,-41.3921464,43,348.57328
1,Jesuânia/MG,-21.997777,-45.290833,379,7938.83536
D1,Jesuânia/MG,-21.997777,-45.290833,10,209.46795
1,Jesuítas/PR,-24.3807263,-53.3855699,1252,15173.91831
D1,Jesuítas/PR,-24.3807263,-53.3855699,21,254.51460
1,Jesúpolis/GO,-15.9545513,-49.3748004,268,10732.87946
D1,Jesúpolis/GO,-15.9545513,-49.3748004,7,280.33640
1,Ji-Paraná/RO,-10.8778148,-61.9277854,22451,17134.76715
D1,Ji-Paraná/RO,-10.8778148,-61.9277854,623,475.47815
1,Jijoca de Jericoacoara/CE,-2.8986278,-40.4506081,3064,15055.77122
D1,Jijoca de Jericoacoara/CE,-2.8986278,-40.4506081,31,152.32667
1,Jiquiriçá/BA,-13.255353,-39.5693044,1067,7320.25247
D1,Jiquiriçá/BA,-13.255353,-39.5693044,27,185.23600
1,Jitaúna/BA,-14.017019,-39.8889976,1011,9656.16046
D1,Jitaúna/BA,-14.017019,-39.8889976,30,286.53295
1,Joanésia/MG,-19.1756282,-42.6815534,391,8922.86627
D1,Joanésia/MG,-19.1756282,-42.6815534,18,410.77134
1,Joanópolis/SP,-22.930004,-46.275208,1236,9187.54181
D1,Joanópolis/SP,-22.930004,-46.275208,7,52.03300
1,Joaquim Felício/MG,-17.7602437,-44.1701635,302,6348.53900
D1,Joaquim Felício/MG,-17.7602437,-44.1701635,4,84.08661
1,Joaquim Gomes/AL,-9.1372894,-35.7518862,736,3045.47523
D1,Joaquim Gomes/AL,-9.1372894,-35.7518862,27,111.72260
1,Joaquim Nabuco/PE,-8.6233192,-35.5264107,613,3831.48947
D1,Joaquim Nabuco/PE,-8.6233192,-35.5264107,29,181.26133
1,Joaquim Pires/PI,-3.5083129,-42.1925425,1636,11364.26785
D1,Joaquim Pires/PI,-3.5083129,-42.1925425,31,215.33759
1,Joaquim Távora/PR,-23.4999724,-49.9232545,2222,18351.50314
D1,Joaquim Távora/PR,-23.4999724,-49.9232545,54,445.98612
1,Joaçaba/SC,-27.1737204,-51.5065214,7567,24661.06114
D1,Joaçaba/SC,-27.1737204,-51.5065214,76,247.68609
1,Joaíma/MG,-16.6563139,-41.0234956,1231,7954.25174
D1,Joaíma/MG,-16.6563139,-41.0234956,45,290.77281
1,Joca Claudino/PB,-6.4832147,-38.478874,141,5340.90909
D1,Joca Claudino/PB,-6.4832147,-38.478874,3,113.63636
1,Joca Marques/PI,-3.4986388,-42.4317729,611,11133.38192
D1,Joca Marques/PI,-3.4986388,-42.4317729,7,127.55102
1,Joinville/SC,-26.3044898,-48.8486726,127070,21013.44781
D1,Joinville/SC,-26.3044898,-48.8486726,2105,348.10189
1,Jordânia/MG,-15.899444,-40.178889,999,9188.74172
D1,Jordânia/MG,-15.899444,-40.178889,14,128.77116
1,Jordão/AC,-9.1911406,-71.9481397,707,8194.25127
D1,Jordão/AC,-9.1911406,-71.9481397,2,23.18034
1,Joselândia/MA,-4.9860047,-44.696953,673,4147.15307
D1,Joselândia/MA,-4.9860047,-44.696953,5,30.81094
1,Josenópolis/MG,-16.5460934,-42.5140963,474,9651.80208
D1,Josenópolis/MG,-16.5460934,-42.5140963,3,61.08735
1,José Boiteux/SC,-26.962072,-49.6262509,735,14644.35146
D1,José Boiteux/SC,-26.962072,-49.6262509,10,199.24288
1,José Bonifácio/SP,-23.564090999999998,-46.434766582997995,6044,16028.85406
D1,José Bonifácio/SP,-23.564090999999998,-46.434766582997995,150,397.80412
1,José Gonçalves de Minas/MG,-16.9066539,-42.6074998,137,3062.13679
D1,José Gonçalves de Minas/MG,-16.9066539,-42.6074998,1,22.35136
1,José Raydan/MG,-18.2217847,-42.4988893,390,7641.06583
D1,José Raydan/MG,-18.2217847,-42.4988893,2,39.18495
1,José da Penha/RN,-6.3188,-38.2853568,752,12657.80172
D1,José da Penha/RN,-6.3188,-38.2853568,11,185.15401
1,José de Freitas/PI,-4.7578357,-42.5763777,6393,16202.44823
D1,José de Freitas/PI,-4.7578357,-42.5763777,88,223.02760
1,Joviânia/GO,-17.8063651,-49.623645,1611,21720.37212
D1,Joviânia/GO,-17.8063651,-49.623645,25,337.06350
1,João Alfredo/PE,-7.8608755,-35.591575,1006,2996.72326
D1,João Alfredo/PE,-7.8608755,-35.591575,51,151.92136
1,João Costa/PI,-8.4887363,-42.4174704,202,6726.60673
D1,João Costa/PI,-8.4887363,-42.4174704,3,99.90010
1,João Câmara/RN,-5.5349637,-35.8150811,3061,8656.67421
D1,João Câmara/RN,-5.5349637,-35.8150811,50,141.40271
1,João Dias/RN,-6.2754366,-37.7951805,227,8556.35130
D1,João Dias/RN,-6.2754366,-37.7951805,1,37.69318
1,João Dourado/BA,-11.3483643,-41.6626509,1808,7060.84511
D1,João Dourado/BA,-11.3483643,-41.6626509,51,199.17207
1,João Lisboa/MA,-5.44363,-47.406388,896,3784.26321
D1,João Lisboa/MA,-5.44363,-47.406388,61,257.63399
1,João Monlevade/MG,-19.809444,-43.173334,11350,14029.14601
D1,João Monlevade/MG,-19.809444,-43.173334,253,312.72017
1,João Neiva/ES,-19.756346,-40.3848345,3266,19470.60928
D1,João Neiva/ES,-19.756346,-40.3848345,54,321.92679
1,João Pessoa/PB,-7.1215981,-34.882028,112736,13651.79778
D1,João Pessoa/PB,-7.1215981,-34.882028,3007,364.13351
1,João Pinheiro/MG,-17.742777,-46.175278,6247,13017.29527
D1,João Pinheiro/MG,-17.742777,-46.175278,114,237.54949
1,João Ramalho/SP,-22.2486157,-50.7677114,663,14485.47083
D1,João Ramalho/SP,-22.2486157,-50.7677114,12,262.18047
1,Juara/MT,-11.2535587,-57.5080072,5552,15739.19206
D1,Juara/MT,-11.2535587,-57.5080072,93,263.64281
1,Juarez Távora/PB,-7.1726926,-35.590804,1009,12590.46668
D1,Juarez Távora/PB,-7.1726926,-35.590804,12,149.73796
1,Juarina/TO,-8.1194209,-49.0967459,158,7267.70929
D1,Juarina/TO,-8.1194209,-49.0967459,2,91.99632
1,Juatuba/MG,-19.954001,-44.3407921,3033,10901.05309
D1,Juatuba/MG,-19.954001,-44.3407921,79,283.93775
1,Juazeirinho/PB,-7.0688282,-36.5803059,1147,6226.25122
D1,Juazeirinho/PB,-7.0688282,-36.5803059,17,92.28097
1,Juazeiro do Norte/CE,-7.2153453,-39.3153336,31297,11247.23284
D1,Juazeiro do Norte/CE,-7.2153453,-39.3153336,666,239.34106
1,Juazeiro do Piauí/PI,-5.1709582,-41.7070148,406,7393.91732
D1,Juazeiro do Piauí/PI,-5.1709582,-41.7070148,4,72.84648
1,Juazeiro/BA,-9.4336959,-40.5068201,19847,9040.10130
D1,Juazeiro/BA,-9.4336959,-40.5068201,448,204.05932
1,Jucati/PE,-8.7065829,-36.4870496,728,6305.76007
D1,Jucati/PE,-8.7065829,-36.4870496,12,103.94110
1,Jucurutu/RN,-6.0343518,-37.0186249,3402,18554.67685
D1,Jucurutu/RN,-6.0343518,-37.0186249,53,289.06463
1,Jucuruçu/BA,-16.843428,-40.1596925,920,10388.43722
D1,Jucuruçu/BA,-16.843428,-40.1596925,12,135.50136
1,Jucás/CE,-6.5224934,-39.5247183,2030,8136.59866
D1,Jucás/CE,-6.5224934,-39.5247183,68,272.55601
1,Juiz de Fora/MG,-21.7609533,-43.3501129,49958,8650.25661
D1,Juiz de Fora/MG,-21.7609533,-43.3501129,2093,362.40416
1,Jumirim/SP,-23.0843839,-47.7882279,541,15604.26882
D1,Jumirim/SP,-23.0843839,-47.7882279,8,230.74704
1,Junco do Maranhão/MA,-1.8799132,-46.0726685,344,7937.24042
D1,Junco do Maranhão/MA,-1.8799132,-46.0726685,2,46.14675
1,Junco do Seridó/PB,-6.9922083,-36.7143267,863,11923.18320
D1,Junco do Seridó/PB,-6.9922083,-36.7143267,12,165.79166
1,Jundiaí do Sul/PR,-23.4369861,-50.2478173,192,5911.33005
D1,Jundiaí do Sul/PR,-23.4369861,-50.2478173,9,277.09360
1,Jundiaí/SP,-23.1887866,-46.8845122,56003,13117.45348
D1,Jundiaí/SP,-23.1887866,-46.8845122,1621,379.68309
1,Jundiá/AL,-8.944022,-35.5546827,162,3932.99345
D1,Jundiá/AL,-8.944022,-35.5546827,5,121.38869
1,Jundiá/RN,-6.2707116,-35.3279507,566,14347.27503
D1,Jundiá/RN,-6.2707116,-35.3279507,8,202.78834
1,Junqueiro/AL,-9.9201549,-36.474737,1162,4701.40799
D1,Junqueiro/AL,-9.9201549,-36.474737,48,194.20618
1,Junqueirópolis/SP,-21.5109531,-51.4351505,2264,10792.25856
D1,Junqueirópolis/SP,-21.5109531,-51.4351505,95,452.85537
1,Jupi/PE,-8.7114677,-36.417448,1214,8089.55821
D1,Jupi/PE,-8.7114677,-36.417448,23,153.26181
1,Jupiá/SC,-26.3985774,-52.7262856,311,14930.38886
D1,Jupiá/SC,-26.3985774,-52.7262856,6,288.04609
1,Juquitiba/SP,-23.932346,-47.0714217,1788,5614.87250
D1,Juquitiba/SP,-23.932346,-47.0714217,77,241.80379
1,Juquiá/SP,-24.3172209,-47.6355618,2053,11021.63526
D1,Juquiá/SP,-24.3172209,-47.6355618,63,338.21871
1,Juramento/MG,-16.8458291,-43.5867351,207,4748.79560
D1,Juramento/MG,-16.8458291,-43.5867351,4,91.76417
1,Juranda/PR,-24.420866,-52.841344,1235,17048.59194
D1,Juranda/PR,-24.420866,-52.841344,33,455.54942
1,Jurema/PE,-8.7189103,-36.137365,643,4152.94194
D1,Jurema/PE,-8.7189103,-36.137365,26,167.92611
1,Jurema/PI,-5.4435001,-42.1470309,306,6388.30898
D1,Jurema/PI,-5.4435001,-42.1470309,5,104.38413
1,Juripiranga/PB,-7.3743307,-35.2396,1497,13822.71468
D1,Juripiranga/PB,-7.3743307,-35.2396,32,295.47553
1,Juru/PB,-7.5375089,-37.8192275,889,9042.82372
D1,Juru/PB,-7.5375089,-37.8192275,17,172.92239
1,Juruaia/MG,-21.252778,-46.577223,1677,15534.96989
D1,Juruaia/MG,-21.252778,-46.577223,22,203.79805
1,Juruena/MT,-10.3282716,-58.4968918,1631,9701.98085
D1,Juruena/MT,-10.3282716,-58.4968918,39,231.99096
1,Juruti/PA,-2.1571381,-56.0900977,4557,7599.93996
D1,Juruti/PA,-2.1571381,-56.0900977,174,290.18862
1,Juruá/AM,-3.4746666,-66.0622335,1016,6556.95386
D1,Juruá/AM,-3.4746666,-66.0622335,16,103.25912
1,Juscimeira/MT,-16.0517819,-54.8893514,1604,14419.27364
D1,Juscimeira/MT,-16.0517819,-54.8893514,46,413.52032
1,Jussara/BA,-11.0473921,-41.97167,715,4691.29322
D1,Jussara/BA,-11.0473921,-41.97167,12,78.73499
1,Jussara/GO,-15.874813,-50.867431,3161,17305.37611
D1,Jussara/GO,-15.874813,-50.867431,61,333.95379
1,Jussara/PR,-23.621931,-52.46931,918,12986.27812
D1,Jussara/PR,-23.621931,-52.46931,7,99.02391
1,Jussari/BA,-15.1882453,-39.493597,674,11812.12758
D1,Jussari/BA,-15.1882453,-39.493597,12,210.30494
1,Jussiape/BA,-13.517671,-41.5918853,368,6370.08828
D1,Jussiape/BA,-13.517671,-41.5918853,9,155.79020
1,Jutaí/AM,-2.7471478,-66.7721255,4183,31072.64894
D1,Jutaí/AM,-2.7471478,-66.7721255,36,267.41940
1,Juti/MS,-22.8625563,-54.6048251,656,9561.28844
D1,Juti/MS,-22.8625563,-54.6048251,12,174.90162
1,Juvenília/MG,-14.2660795,-44.1618528,539,9446.19699
D1,Juvenília/MG,-14.2660795,-44.1618528,6,105.15247
1,Juína/MT,-11.4230908,-58.7570212,5117,12422.91818
D1,Juína/MT,-11.4230908,-58.7570212,144,349.59942
1,Jóia/RS,-28.6465036,-54.1199165,1083,12635.63178
D1,Jóia/RS,-28.6465036,-54.1199165,20,233.34500
1,Júlio Borges/PI,-10.3273669,-44.2397326,149,2635.76862
D1,Júlio Borges/PI,-10.3273669,-44.2397326,14,247.65611
1,Júlio Mesquita/SP,-22.0099839,-49.7889446,343,7110.28192
D1,Júlio Mesquita/SP,-22.0099839,-49.7889446,14,290.21559
1,Júlio de Castilhos/RS,-29.2286575,-53.6825217,2475,12918.21076
D1,Júlio de Castilhos/RS,-29.2286575,-53.6825217,41,213.99864
1,Kaloré/PR,-23.8242643,-51.6683666,1460,36536.53654
D1,Kaloré/PR,-23.8242643,-51.6683666,29,725.72573
1,Lacerdópolis/SC,-27.2614296,-51.5564429,513,22820.28470
D1,Lacerdópolis/SC,-27.2614296,-51.5564429,4,177.93594
1,Ladainha/MG,-17.6265078,-41.7385789,384,2101.57618
D1,Ladainha/MG,-17.6265078,-41.7385789,9,49.25569
1,Ladário/MS,-19.008842,-57.5972924,2836,11797.00499
D1,Ladário/MS,-19.008842,-57.5972924,68,282.86190
1,Lafaiete Coutinho/BA,-13.6557671,-40.2121188,439,11984.71198
D1,Lafaiete Coutinho/BA,-13.6557671,-40.2121188,6,163.80016
1,Lagamar/MG,-18.178611,-46.8075,521,6866.10438
D1,Lagamar/MG,-18.178611,-46.8075,14,184.50185
1,Lagarto/SE,-10.9141791,-37.6715308,7990,7536.66934
D1,Lagarto/SE,-10.9141791,-37.6715308,223,210.34759
1,Lages/SC,-27.8165664,-50.325883,30701,19535.11753
D1,Lages/SC,-27.8165664,-50.325883,539,342.96695
1,Lago Verde/MA,-4.042525,-44.9364782,930,5681.47107
D1,Lago Verde/MA,-4.042525,-44.9364782,26,158.83683
1,Lago da Pedra/MA,-4.5627272,-45.1298628,3085,6053.88646
D1,Lago da Pedra/MA,-4.5627272,-45.1298628,82,160.91368
1,Lago do Junco/MA,-4.6070838,-45.0530093,560,5137.61468
D1,Lago do Junco/MA,-4.6070838,-45.0530093,6,55.04587
1,Lago dos Rodrigues/MA,-4.6119168,-44.9800419,630,7125.89074
D1,Lago dos Rodrigues/MA,-4.6119168,-44.9800419,15,169.66407
1,Lagoa Alegre/PI,-4.5134956,-42.6234811,367,4262.48548
D1,Lagoa Alegre/PI,-4.5134956,-42.6234811,13,150.98722
1,Lagoa Bonita do Sul/RS,-29.4903817,-53.0145712,66,2245.66179
D1,Lagoa Bonita do Sul/RS,-29.4903817,-53.0145712,1,34.02518
1,Lagoa Dourada/MG,-20.914444,-44.077778,1243,9477.69729
D1,Lagoa Dourada/MG,-20.914444,-44.077778,14,106.74800
1,Lagoa Formosa/MG,-18.7741896,-46.4082511,2460,13540.29062
D1,Lagoa Formosa/MG,-18.7741896,-46.4082511,65,357.77191
1,Lagoa Grande do Maranhão/MA,-4.9894255,-45.3815083,277,2401.59528
D1,Lagoa Grande do Maranhão/MA,-4.9894255,-45.3815083,10,86.70019
1,Lagoa Grande/MG,-17.4134691,-42.5319222,985,10174.56874
D1,Lagoa Grande/MG,-17.4134691,-42.5319222,32,330.54437
1,Lagoa Grande/PE,-8.9930649,-40.2716452,2157,8267.53545
D1,Lagoa Grande/PE,-8.9930649,-40.2716452,36,137.98390
1,Lagoa Nova/RN,-6.0948803,-36.4704991,1285,8091.93955
D1,Lagoa Nova/RN,-6.0948803,-36.4704991,16,100.75567
1,Lagoa Real/BA,-14.0346296,-42.1421925,879,5538.75236
D1,Lagoa Real/BA,-14.0346296,-42.1421925,11,69.31317
1,Lagoa Salgada/RN,-6.122954,-35.472394,589,7055.58218
D1,Lagoa Salgada/RN,-6.122954,-35.472394,7,83.85242
1,Lagoa Santa/GO,-19.1832417,-51.3998026,139,8414.04358
D1,Lagoa Santa/GO,-19.1832417,-51.3998026,3,181.59806
1,Lagoa Santa/MG,-19.6357376,-43.8966132,6976,10451.87582
D1,Lagoa Santa/MG,-19.6357376,-43.8966132,136,203.76363
1,Lagoa Seca/PB,-7.157099,-35.8542023,2999,10815.78188
D1,Lagoa Seca/PB,-7.157099,-35.8542023,50,180.32314
1,Lagoa Vermelha/RS,-28.2094378,-51.5270315,4705,16954.34399
D1,Lagoa Vermelha/RS,-28.2094378,-51.5270315,102,367.55432
1,Lagoa d'Anta/RN,-6.394926,-35.594904,445,6495.40213
D1,Lagoa d'Anta/RN,-6.394926,-35.594904,9,131.36768
1,Lagoa da Canoa/AL,-9.8294012,-36.7395617,1355,7658.82885
D1,Lagoa da Canoa/AL,-9.8294012,-36.7395617,24,135.65453
1,Lagoa da Confusão/TO,-10.7883045,-49.6224431,2701,19308.02774
D1,Lagoa da Confusão/TO,-10.7883045,-49.6224431,28,200.15727
1,Lagoa da Prata/MG,-20.022778,-45.5440462,10519,19759.18551
D1,Lagoa da Prata/MG,-20.022778,-45.5440462,163,306.18379
1,Lagoa de Dentro/PB,-6.6806695000000005,-35.36381400452393,1079,13915.39850
D1,Lagoa de Dentro/PB,-6.6806695000000005,-35.36381400452393,10,128.96570
1,Lagoa de Itaenga/PE,-7.9335596,-35.2919789,1298,6040.01861
D1,Lagoa de Itaenga/PE,-7.9335596,-35.2919789,31,144.25314
1,Lagoa de Pedras/RN,-6.1527678,-35.4368516,582,7633.78804
D1,Lagoa de Pedras/RN,-6.1527678,-35.4368516,14,183.63064
1,Lagoa de São Francisco/PI,-4.3928921,-41.5988828,559,8226.63723
D1,Lagoa de São Francisco/PI,-4.3928921,-41.5988828,4,58.86681
1,Lagoa de Velhos/RN,-6.003043,-35.8710877,247,9040.99561
D1,Lagoa de Velhos/RN,-6.003043,-35.8710877,10,366.03221
1,Lagoa do Barro do Piauí/PI,-8.4798938,-41.5295775,1037,22262.77372
D1,Lagoa do Barro do Piauí/PI,-8.4798938,-41.5295775,8,171.74753
1,Lagoa do Carro/PE,-7.843834,-35.310783,1293,7016.11590
D1,Lagoa do Carro/PE,-7.843834,-35.310783,28,151.93445
1,Lagoa do Mato/MA,-6.04865,-43.5273907,2690,23847.51773
D1,Lagoa do Mato/MA,-6.04865,-43.5273907,19,168.43972
1,Lagoa do Ouro/PE,-9.1245839,-36.459656,564,4240.60150
D1,Lagoa do Ouro/PE,-9.1245839,-36.459656,13,97.74436
1,Lagoa do Piauí/PI,-5.4116544,-42.6450588,946,23152.22712
D1,Lagoa do Piauí/PI,-5.4116544,-42.6450588,4,97.89525
1,Lagoa do Sítio/PI,-6.5169858,-41.5722134,97,1858.59360
D1,Lagoa do Sítio/PI,-6.5169858,-41.5722134,13,249.08986
1,Lagoa do Tocantins/TO,-10.2967881,-47.566253,300,6711.40940
D1,Lagoa do Tocantins/TO,-10.2967881,-47.566253,8,178.97092
1,Lagoa dos Gatos/PE,-8.6537614,-35.9045124,764,4674.21230
D1,Lagoa dos Gatos/PE,-8.6537614,-35.9045124,11,67.29887
1,Lagoa dos Patos/MG,-16.9813367,-44.5783125,136,3348.10438
D1,Lagoa dos Patos/MG,-16.9813367,-44.5783125,2,49.23683
1,Lagoa dos Três Cantos/RS,-28.5668647,-52.8581637,281,17518.70324
D1,Lagoa dos Três Cantos/RS,-28.5668647,-52.8581637,5,311.72070
1,Lagoa/PB,-6.5899848,-37.9149013,235,5064.65517
D1,Lagoa/PB,-6.5899848,-37.9149013,4,86.20690
1,Lagoinha do Piauí/PI,-5.8324033,-42.6236706,355,12369.33798
D1,Lagoinha do Piauí/PI,-5.8324033,-42.6236706,9,313.58885
1,Lagoinha/SP,-23.0898337,-45.1903825,243,4977.46825
D1,Lagoinha/SP,-23.0898337,-45.1903825,16,327.73454
1,Lagoão/RS,-29.2242092,-52.7738611,586,9058.58711
D1,Lagoão/RS,-29.2242092,-52.7738611,14,216.41676
1,Laguna Carapã/MS,-22.5549233,-55.1505549,635,8471.18463
D1,Laguna Carapã/MS,-22.5549233,-55.1505549,11,146.74493
1,Laguna/SC,-28.483118,-48.7811993,7193,15494.14096
D1,Laguna/SC,-28.483118,-48.7811993,155,333.87903
1,Laje do Muriaé/RJ,-21.2082595,-42.1226959,864,11838.85996
D1,Laje do Muriaé/RJ,-21.2082595,-42.1226959,15,205.53576
1,Laje/BA,-13.1809956,-39.4222968,1935,7991.24473
D1,Laje/BA,-13.1809956,-39.4222968,33,136.28479
1,Lajeado Grande/SC,-26.8583425,-52.5666619,339,24076.70455
D1,Lajeado Grande/SC,-26.8583425,-52.5666619,5,355.11364
1,Lajeado Novo/MA,-6.1898777,-47.0325965,469,6128.31569
D1,Lajeado Novo/MA,-6.1898777,-47.0325965,14,182.93480
1,Lajeado do Bugre/RS,-27.6903262,-53.1811907,345,13429.34994
D1,Lajeado do Bugre/RS,-27.6903262,-53.1811907,17,661.73608
1,Lajeado/RS,-29.4671522,-51.9624046,16736,19459.33376
D1,Lajeado/RS,-29.4671522,-51.9624046,219,254.63636
1,Lajeado/TO,-9.7548945,-48.3563706,198,6189.43420
